GIST Output v4 spacing=0.5000 center=39.484000,35.880000,33.355000 dims=25,31,47 
voxel xcoord ycoord zcoord population g_O g_H dTStrans-dens(kcal/mol/A^3) dTStrans-norm(kcal/mol) dTSorient-dens(kcal/mol/A^3) dTSorient-norm(kcal/mol) dTSsix-dens(kcal/mol/A^3) dTSsix-norm(kcal/mol) Esw-dens(kcal/mol/A^3) Esw-norm(kcal/mol) Eww-dens(kcal/mol/A^3) Eww-norm-unref(kcal/mol) Dipole_x-dens(D/A^3) Dipole_y-dens(D/A^3) Dipole_z-dens(D/A^3) Dipole-dens(D/A^3) neighbor-dens(1/A^3) neighbor-norm order-norm
18135 39.484 34.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18136 39.484 34.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18137 39.484 34.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18138 39.484 34.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18139 39.484 34.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18140 39.484 34.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18141 39.484 34.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18142 39.484 35.38 21.855 57 1.38922 1.36527 0 0 0.00080078 0.017561 0 0 -0.0427577 -0.93767 -0.410333 -8.99854 0.0136018 0.00303305 -0.0157736 0.021048 0.2288 5.01754 0 
18143 39.484 35.38 22.355 64 1.65269 1.38922 -0.0281031 -0.548889 -0.0107 -0.208984 -0.0277421 -0.541838 -0.0468373 -0.914791 -0.459274 -8.97019 0.00973693 0.0133746 -0.00020946 0.0165448 0.2344 4.57812 0 
18144 39.484 35.38 22.855 72 1.7485 1.42515 -0.0256319 -0.444998 -0.0107261 -0.186217 -0.0272512 -0.473111 -0.077182 -1.33996 -0.469985 -8.15947 -0.00281714 0.0116127 -0.0407092 0.0424268 0.2632 4.56944 0 
18145 39.484 35.38 23.355 51 1.07784 0.634731 -0.0164068 -0.402126 -0.0150523 -0.368928 -0.0316977 -0.776904 -0.0440606 -1.07992 -0.333603 -8.17654 -0.00493 0.00454869 -0.0245507 0.0254506 0.1664 4.07843 0 
18146 39.484 35.38 23.855 4 0.11976 0.203593 0.00186054 0.581419 -0.00369052 -1.15329 -0.000135812 -0.0424413 -0.00418126 -1.30664 -0.0260767 -8.14897 -0.00237342 0.00239141 -0.00522109 0.00621383 0.016 5 0 
18147 39.484 35.38 24.355 0 0 0.0718563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18148 39.484 35.38 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18149 39.484 35.38 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18150 39.484 35.38 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18151 39.484 35.38 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18152 39.484 35.38 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18153 39.484 35.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18154 39.484 35.38 27.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18155 39.484 35.38 28.355 0 0 0.0479042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18156 39.484 35.38 28.855 13 0.263473 0.143713 -0.0079807 -0.767375 -0.00577463 -0.555252 -0.0196373 -1.8882 -0.0733905 -7.05678 -0.06526 -6.275 -0.00992136 -0.00717014 0.0154741 0.0197305 0.0408 3.92308 0 
18157 39.484 35.38 29.355 2 0.0479042 0.898204 0.000909332 0.568333 0.000904053 0.565033 -0.00211544 -1.32215 -0.0143367 -8.96045 -0.00823807 -5.14879 -0.000367541 -0.0010236 0.00350905 0.00367373 0.0056 3.5 0 
18158 39.484 35.38 29.855 1 0.0479042 1.54491 0.000175754 0.219693 0 0 -0.000672783 -0.840979 -0.0062751 -7.84388 -0.00453953 -5.67442 -0.000525322 0.000258884 0.00178425 0.00187791 0.0032 4 0 
18159 39.484 35.38 30.355 23 0.694611 0.934132 0.00324857 0.176553 -0.0208669 -1.13407 -0.0181369 -0.985703 -0.0772396 -4.1978 -0.128434 -6.98008 -0.0041525 0.00341701 0.0200599 0.0207682 0.084 4.56522 0 
18160 39.484 35.38 30.855 87 2.10778 0.982036 -0.0279916 -0.402178 -0.0621011 -0.892257 -0.0926296 -1.33088 -0.37553 -5.39555 -0.47811 -6.86939 0.0159098 0.0314387 0.101934 0.107852 0.2752 3.95402 0 
18161 39.484 35.38 31.355 88 1.7485 1.4012 -0.0486389 -0.690894 -0.0717192 -1.01874 -0.110327 -1.56715 -0.364013 -5.17064 -0.491495 -6.98146 0.0232952 0.0578717 0.101126 0.11882 0.28 3.97727 0 
18162 39.484 35.38 31.855 55 1.1976 1.67665 -0.0152994 -0.347714 -0.0229778 -0.522223 -0.0283546 -0.644424 -0.148344 -3.37144 -0.319667 -7.26515 -0.00203949 0.0199821 0.0366088 0.041757 0.1768 4.01818 0 
18163 39.484 35.38 32.355 66 1.48503 1.43713 -0.0118811 -0.225021 -0.0474635 -0.898929 -0.0566018 -1.072 -0.107109 -2.02857 -0.459899 -8.71021 -0.00817231 0.0197092 0.00644993 0.0222899 0.2272 4.30303 0 
18164 39.484 35.38 32.855 77 1.98802 1.23353 -0.0301442 -0.489354 -0.0369175 -0.59931 -0.056539 -0.917841 -0.113754 -1.84665 -0.521214 -8.46127 -0.0411415 -0.00511294 0.0161305 0.0444855 0.2536 4.11688 0 
18165 39.484 35.38 33.355 98 2.17964 0.994012 -0.0480645 -0.613068 -0.052503 -0.669681 -0.0871472 -1.11157 -0.142507 -1.81769 -0.642589 -8.19628 -0.0615073 0.00590543 0.0131028 0.0631641 0.2952 3.76531 0 
18166 39.484 35.38 33.855 60 1.36527 1.41317 -0.0103288 -0.215183 -0.0396037 -0.825078 -0.056132 -1.16942 -0.104376 -2.17451 -0.361421 -7.5296 -0.0610773 -0.0104724 0.0234034 0.0662407 0.2312 4.81667 0 
18167 39.484 35.38 34.355 70 1.55689 1.55689 -0.0137304 -0.245186 -0.0654988 -1.16962 -0.0846288 -1.51123 -0.154334 -2.75596 -0.409242 -7.3079 -0.0873072 -0.0268659 0.0420168 0.100547 0.2912 5.2 0 
18168 39.484 35.38 34.855 40 0.766467 1.16168 -0.00807648 -0.25239 -0.0444681 -1.38963 -0.0506108 -1.58159 -0.111475 -3.48359 -0.227979 -7.12434 -0.0553092 -0.0161458 0.0231686 0.0621014 0.1512 4.725 0 
18169 39.484 35.38 35.355 7 0.0958084 1.61677 0.00390595 0.697491 -0.00528749 -0.944195 -0.00589966 -1.05351 -0.0257626 -4.60047 -0.0455914 -8.14133 -0.0108139 -0.00390791 0.00294845 0.0118704 0.0256 4.57143 0 
18170 39.484 35.38 35.855 1 0.0239521 1.60479 0.00195446 2.44307 0 0 0.000605714 0.757142 -0.00333691 -4.17113 -0.00583338 -7.29172 -0.000837138 0.00160523 0.000498975 0.00187791 0.0032 4 0 
18171 39.484 35.38 36.355 0 0 0.682635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18172 39.484 35.38 36.855 19 0.694611 0.982036 -0.0038139 -0.250915 -0.028103 -1.84888 -0.0437785 -2.88016 -0.24452 -16.0869 -0.0534766 -3.5182 -0.0295794 -0.00449829 0.0122173 0.0323178 0.0376 2.47368 0 
18173 39.484 35.38 37.355 512 11.9042 0.239521 -0.788937 -1.92611 -1.11441 -2.72073 -1.95886 -4.78237 -7.69728 -18.7922 -1.45675 -3.55651 -0.853131 -0.178282 0.241747 0.904466 1.0512 2.56641 0 
18174 39.484 35.38 37.855 11 0.143713 0.0598802 -0.0101402 -1.1523 -0.0280248 -3.18464 -0.0356105 -4.04665 -0.165916 -18.8541 -0.0324546 -3.68803 -0.0185997 -0.00508794 0.00465344 0.0198366 0.0216 2.45455 0 
18175 39.484 35.38 38.355 0 0 0.0479042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18176 39.484 35.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18177 39.484 35.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18178 39.484 35.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18179 39.484 35.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18180 39.484 35.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18181 39.484 35.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18182 39.484 35.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18183 39.484 35.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18184 39.484 35.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18185 39.484 35.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18186 39.484 35.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18187 39.484 35.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18188 39.484 35.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18189 39.484 35.88 21.855 61 1.46108 1.1018 0 0 -0.000692261 -0.0141857 0 0 -0.0247469 -0.50711 -0.450573 -9.23305 -0.0183846 0.00954286 0.003453 0.0209996 0.2256 4.62295 0 
18190 39.484 35.88 22.355 31 0.718563 0.814371 0.00457528 0.184487 -0.00440492 -0.177618 -0.00496969 -0.200391 -0.0105706 -0.426232 -0.21307 -8.59155 -0.00746609 0.0195286 -0.00751912 0.0222181 0.1168 4.70968 0 
18191 39.484 35.88 22.855 6 0.11976 0.586826 0.000537514 0.111982 0.00076972 0.160358 -0.000610507 -0.127189 -0.00454287 -0.946432 -0.0349754 -7.28654 -0.000465124 0.00335971 -0.00505453 0.00608706 0.02 4.16667 0 
18192 39.484 35.88 23.355 1 0.0239521 0.11976 0.00184726 2.30907 0 0 0.000355249 0.444061 -0.000347878 -0.434847 -0.00365836 -4.57294 0.0012587 -0.000138707 -0.00138672 0.00187791 0.0024 3 0 
18193 39.484 35.88 23.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18194 39.484 35.88 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18195 39.484 35.88 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18196 39.484 35.88 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18197 39.484 35.88 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18198 39.484 35.88 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18199 39.484 35.88 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18200 39.484 35.88 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18201 39.484 35.88 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18202 39.484 35.88 28.355 2 0.239521 0.0479042 -0.00124837 -0.78023 -0.000236792 -0.147995 -0.00229304 -1.43315 -0.00934041 -5.83775 -0.00659356 -4.12097 -0.00178681 -0.000325231 0.00200784 0.00270738 0.0064 4 0 
18203 39.484 35.88 28.855 70 2.53892 0.287425 -0.0517684 -0.924436 -0.0779252 -1.39152 -0.133762 -2.38861 -0.412819 -7.37178 -0.32562 -5.81464 -0.0493216 -0.0358458 0.0792869 0.10002 0.2048 3.65714 0 
18204 39.484 35.88 29.355 127 2.97006 1.67665 -0.121034 -1.19128 -0.130656 -1.28598 -0.235816 -2.32102 -0.84577 -8.32451 -0.567693 -5.58753 -0.0574921 -0.0348744 0.179495 0.191677 0.3832 3.77165 0 
18205 39.484 35.88 29.855 50 1.1018 3.46108 -0.00814084 -0.203521 -0.06145 -1.53625 -0.0762546 -1.90636 -0.315474 -7.88685 -0.237103 -5.92758 -0.0061939 -0.00727978 0.0769203 0.0775119 0.1536 3.84 0 
18206 39.484 35.88 30.355 46 1.1497 1.84431 -0.00456165 -0.123958 -0.0474704 -1.28996 -0.0550819 -1.49679 -0.249267 -6.77355 -0.258402 -7.02179 0.0115615 0.000442645 0.0628975 0.0639528 0.152 4.13043 0 
18207 39.484 35.88 30.855 56 1.1018 0.946108 0.00165069 0.0368457 -0.0425808 -0.950464 -0.047929 -1.06984 -0.255579 -5.70489 -0.301895 -6.73872 0.000683861 0.0275277 0.066004 0.0715177 0.176 3.92857 0 
18208 39.484 35.88 31.355 24 0.502994 2.0479 0.00481398 0.250728 -0.00971529 -0.506005 -0.00658589 -0.343015 -0.0744955 -3.87998 -0.138814 -7.22989 -0.00201455 0.012398 0.0173765 0.0214409 0.08 4.16667 0 
18209 39.484 35.88 31.855 30 0.742515 1.85629 0.0136618 0.569241 -0.0127137 -0.529739 -0.00185034 -0.0770974 -0.0650776 -2.71157 -0.174932 -7.28883 -0.00402707 -0.012553 0.0161124 0.0208184 0.088 3.66667 0 
18210 39.484 35.88 32.355 51 1.07784 0.898204 0.000818708 0.0200664 -0.0274374 -0.672486 -0.0266554 -0.653319 -0.0971153 -2.38028 -0.33944 -8.31961 -0.0185665 0.00237573 0.0177899 0.0258232 0.168 4.11765 0 
18211 39.484 35.88 32.855 58 1.46108 0.706587 -0.00384017 -0.0827624 -0.0232866 -0.501867 -0.0423179 -0.912024 -0.0877762 -1.89173 -0.388862 -8.38065 -0.0397733 -0.00358447 0.012486 0.0418409 0.176 3.7931 0 
18212 39.484 35.88 33.355 41 0.934132 0.838323 -0.000660246 -0.0201295 -0.0230668 -0.703256 -0.0306319 -0.933901 -0.0518143 -1.5797 -0.258843 -7.89155 -0.0384743 -0.0123183 0.0056695 0.0407941 0.1136 3.46341 0 
18213 39.484 35.88 33.855 49 1.24551 1.54491 -0.00533473 -0.13609 -0.0351973 -0.89789 -0.0390925 -0.997258 -0.076203 -1.94395 -0.281041 -7.16942 -0.0516325 -0.0234262 0.0117343 0.0578999 0.1488 3.79592 0 
18214 39.484 35.88 34.355 55 1.1018 1.7006 -0.00404425 -0.0919149 -0.0426791 -0.969981 -0.0579764 -1.31765 -0.129823 -2.95053 -0.304951 -6.93071 -0.0704606 -0.0268271 0.041985 0.0862967 0.1952 4.43636 0 
18215 39.484 35.88 34.855 82 1.72455 1.47305 -0.0296481 -0.451953 -0.0781732 -1.19167 -0.104541 -1.59362 -0.238257 -3.63196 -0.4606 -7.02134 -0.106808 -0.0370826 0.0594313 0.12773 0.3112 4.7439 0 
18216 39.484 35.88 35.355 30 0.57485 1.37725 0.00470278 0.195949 -0.0158396 -0.659984 -0.0250567 -1.04403 -0.0999361 -4.164 -0.164343 -6.84762 -0.0374207 0.00065936 0.00524313 0.0377919 0.1088 4.53333 0 
18217 39.484 35.88 35.855 8 0.0958084 2.26347 0.00424036 0.662556 -0.00613833 -0.959113 -0.00526721 -0.823002 -0.03977 -6.21406 -0.0364769 -5.69952 -0.012422 -0.00332588 4.26707e-05 0.0128596 0.024 3.75 0 
18218 39.484 35.88 36.355 0 0 1.13772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18219 39.484 35.88 36.855 0 0 0.131737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18220 39.484 35.88 37.355 0 0 0.167665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18221 39.484 35.88 37.855 0 0 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18222 39.484 35.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18223 39.484 35.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18224 39.484 35.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18225 39.484 35.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18226 39.484 35.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18227 39.484 35.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18228 39.484 35.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18229 39.484 35.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18230 39.484 35.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18231 39.484 35.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18232 39.484 35.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18233 39.484 35.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18234 39.484 35.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18235 39.484 35.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18236 39.484 36.38 21.855 13 0.191617 0.742515 0 0 -0.0010886 -0.104673 0 0 0.00115773 0.11132 -0.0922375 -8.86899 -0.00329002 0.00991843 0.00452478 0.0113874 0.048 4.61538 0 
18237 39.484 36.38 22.355 1 0.0239521 0.467066 0.00128393 1.60491 0 0 0.000558256 0.697821 0.00100998 1.26248 -0.00418038 -5.22547 -0.00135461 0.00129479 -0.000122683 0.0018779 0.0008 1 0 
18238 39.484 36.38 22.855 0 0 0.203593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18239 39.484 36.38 23.355 0 0 0.0718563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18240 39.484 36.38 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18241 39.484 36.38 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18242 39.484 36.38 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18243 39.484 36.38 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18244 39.484 36.38 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18245 39.484 36.38 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18246 39.484 36.38 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18247 39.484 36.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18248 39.484 36.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18249 39.484 36.38 28.355 2 0.143713 0.011976 -0.00111692 -0.698072 0.000486764 0.304227 -0.00141172 -0.882325 -0.0112894 -7.05585 -0.0113189 -7.07434 -0.00108877 0.00243621 0.00213408 0.00341685 0.0064 4 0 
18250 39.484 36.38 28.855 147 4.52695 0.479042 -0.15422 -1.3114 -0.14241 -1.21097 -0.271322 -2.30716 -0.977819 -8.31479 -0.665796 -5.66153 -0.0786014 -0.00771068 0.195201 0.210573 0.4264 3.62585 0 
18251 39.484 36.38 29.355 408 9.43713 1.34132 -0.4485 -1.37408 -0.47771 -1.46357 -0.932392 -2.85659 -2.88708 -8.84521 -1.97039 -6.03673 -0.137528 -0.0541645 0.603306 0.621149 1.2176 3.73039 0 
18252 39.484 36.38 29.855 149 2.97006 2.38323 -0.11467 -0.961997 -0.164304 -1.37839 -0.295475 -2.47882 -0.9657 -8.10151 -0.75897 -6.3672 -0.00238898 -0.0462165 0.218823 0.223663 0.4512 3.78523 0 
18253 39.484 36.38 30.355 56 1.26946 1.25749 -0.0216583 -0.483445 -0.0614384 -1.37139 -0.0678352 -1.51418 -0.311307 -6.94881 -0.317833 -7.09448 0.0156033 -0.0148758 0.0789964 0.0818852 0.1768 3.94643 0 
18254 39.484 36.38 30.855 15 0.287425 1.1018 0.00842993 0.702495 -0.0086755 -0.722959 -0.00509351 -0.424459 -0.0720906 -6.00755 -0.083924 -6.99367 0.00310156 -0.00182675 0.0194466 0.0197769 0.044 3.66667 0 
18255 39.484 36.38 31.355 16 0.407186 1.38922 0.00826507 0.645709 0.000357648 0.0279413 0.00345096 0.269606 -0.0436039 -3.40656 -0.0939743 -7.34174 0.00102834 -0.00727792 0.00909107 0.0116907 0.0472 3.6875 0 
18256 39.484 36.38 31.855 19 0.598802 0.91018 0.008658 0.569605 -0.00576252 -0.379113 -0.00523696 -0.344537 -0.0528614 -3.47773 -0.104252 -6.85866 -0.0104722 -0.00820552 0.0161221 0.0209026 0.056 3.68421 0 
18257 39.484 36.38 32.355 40 0.91018 0.658683 -0.00424749 -0.132734 -0.00978527 -0.30579 -0.013684 -0.427626 -0.08528 -2.665 -0.244007 -7.62523 -0.0169616 -0.00897429 0.0156473 0.0247603 0.1136 3.55 0 
18258 39.484 36.38 32.855 15 0.431138 0.802395 0.00469889 0.391575 -0.00434192 -0.361827 -0.00366382 -0.305318 -0.0249832 -2.08193 -0.0957326 -7.97772 -0.0133065 -0.00178783 0.00542337 0.01448 0.0416 3.46667 0 
18259 39.484 36.38 33.355 16 0.526946 0.778443 0.00234483 0.18319 0.00265358 0.207311 0.00117847 0.0920682 -0.0344582 -2.69205 -0.0932691 -7.28665 -0.00793195 -0.0025495 0.0111506 0.0139195 0.0416 3.25 0 
18260 39.484 36.38 33.855 22 0.646707 1.77246 0.0135229 0.768347 -0.00541907 -0.307902 0.000213575 0.0121349 -0.0333966 -1.89753 -0.120942 -6.87168 -0.0187999 -0.00321741 0.0084284 0.0208525 0.0568 3.22727 0 
18261 39.484 36.38 34.355 40 1.00599 2.45509 0.00492951 0.154047 -0.0361845 -1.13077 -0.0355717 -1.11162 -0.083842 -2.62006 -0.200022 -6.25069 -0.0430587 -0.024416 0.0381705 0.0625075 0.12 3.75 0 
18262 39.484 36.38 34.855 57 1.36527 2.07186 -0.0211025 -0.462774 -0.0545005 -1.19519 -0.0674641 -1.47948 -0.150583 -3.30226 -0.294719 -6.46314 -0.0634136 -0.042651 0.0440381 0.0882029 0.1816 3.98246 0 
18263 39.484 36.38 35.355 69 1.38922 1.04192 -0.0133179 -0.241266 -0.0564646 -1.02291 -0.0813937 -1.47452 -0.252952 -4.58246 -0.339184 -6.14463 -0.0940448 -0.0300043 0.0351701 0.104793 0.2272 4.11594 0 
18264 39.484 36.38 35.855 21 0.407186 0.922156 0.00456096 0.271486 -0.0265392 -1.57971 -0.0214608 -1.27743 -0.0871586 -5.18801 -0.0924215 -5.50128 -0.0281741 -0.0116578 0.00199726 0.0305561 0.0696 4.14286 0 
18265 39.484 36.38 36.355 0 0 0.407186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18266 39.484 36.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18267 39.484 36.38 37.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18268 39.484 36.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18269 39.484 36.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18270 39.484 36.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18271 39.484 36.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18272 39.484 36.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18273 39.484 36.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18274 39.484 36.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18275 39.484 36.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18276 39.484 36.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18277 39.484 36.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18278 39.484 36.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18279 39.484 36.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18280 39.484 36.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18281 39.484 36.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18282 39.484 36.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18283 39.484 36.88 21.855 1 0.0479042 0.383234 0 0 0 0 0 0 0.000638459 0.798074 -0.00782145 -9.77682 -0.000134924 0.00183193 -0.000390294 0.0018779 0.0032 4 0 
18284 39.484 36.88 22.355 0 0 0.275449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18285 39.484 36.88 22.855 0 0 0.0479042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18286 39.484 36.88 23.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18287 39.484 36.88 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18288 39.484 36.88 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18289 39.484 36.88 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18290 39.484 36.88 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18291 39.484 36.88 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18292 39.484 36.88 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18293 39.484 36.88 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18294 39.484 36.88 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18295 39.484 36.88 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18296 39.484 36.88 28.355 5 0.215569 0.0718563 0.00289849 0.724623 -0.000444849 -0.111212 -0.00212261 -0.530652 -0.0207289 -5.18222 -0.0250483 -6.26208 -0.00541649 -0.00230604 0.00483453 0.00761767 0.0136 3.4 0 
18297 39.484 36.88 28.855 94 2.8024 0.622755 -0.0438597 -0.58324 -0.0994515 -1.32249 -0.154972 -2.0608 -0.596802 -7.9362 -0.475724 -6.32612 -0.0436416 0.0143301 0.124116 0.132343 0.2616 3.47872 0 
